GENUS,TPL_FAMILY,TPL_STATUS,TPL_URL
Chondrilla,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chondrilla/
Chondriolejeunea,Lejeuneaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Lejeuneaceae/Chondriolejeunea/
Chondrodendron,Menispermaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Menispermaceae/Chondrodendron/
Chondropyxis,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chondropyxis/
Chondrorhyncha,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Chondrorhyncha/
Chondroscaphe,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Chondroscaphe/
Chondrosea,Saxifragaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Saxifragaceae/Chondrosea/
Chondrostylis,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Chondrostylis/
Chondrosum,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Chondrosum/
Chonecolea,Chonecoleaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Chonecoleaceae/Chonecolea/
Chonemorpha,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Chonemorpha/
Chonocentrum,Phyllanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Phyllanthaceae/Chonocentrum/
Chonopetalum,Sapindaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Sapindaceae/Chonopetalum/
Chordifex,Restionaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Restionaceae/Chordifex/
Chordospartium,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Chordospartium/
Choretrum,Santalaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Santalaceae/Choretrum/
Choriantha,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Choriantha/
Choribena,Rutaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Choribena/
Choricarpia,Myrtaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Myrtaceae/Choricarpia/
Choriceras,Picrodendraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Picrodendraceae/Choriceras/
Chorigyne,Cyclanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cyclanthaceae/Chorigyne/
Chorilaena,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Chorilaena/
Chorilepidella,Loranthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Chorilepidella/
Chorilepis,Loranthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Chorilepis/
Choriosphaera,Bignoniaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Bignoniaceae/Choriosphaera/
Choriptera,Amaranthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Amaranthaceae/Choriptera/
Chorisandrachne,Phyllanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Phyllanthaceae/Chorisandrachne/
Chorisanthera,Gesneriaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Chorisanthera/
Chorisepalum,Gentianaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Chorisepalum/
Chorisia,Malvaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Chorisia/
Chorisiva,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chorisiva/
Chorisochora,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Chorisochora/
Chorisodontium,Dicranaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Dicranaceae/Chorisodontium/
Chorispora,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Chorispora/
Choristea,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Choristea/
Choristemon,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Choristemon/
Choristes,Rubiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Choristes/
Choristosoria,Pteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Choristosoria/
Choristylis,Iteaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Iteaceae/Choristylis/
Choritaenia,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Choritaenia/
Chorizandra,Cyperaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Chorizandra/
Chorizanthe,Polygonaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Polygonaceae/Chorizanthe/
Chorizema,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Chorizema/
Chortolirion,Xanthorrhoeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Xanthorrhoeaceae/Chortolirion/
Chosenia,Salicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Salicaceae/Chosenia/
Chouxia,Sapindaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Sapindaceae/Chouxia/
Chresta,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chresta/
Chrestienia,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Chrestienia/
Chrinephrium,Thelypteridaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Thelypteridaceae/Chrinephrium/
Chrismatopteris,Thelypteridaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Thelypteridaceae/Chrismatopteris/
Christella,Thelypteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Thelypteridaceae/Christella/
Christensenia,Marattiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Marattiaceae/Christensenia/
Christensonella,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Christensonella/
Christensonia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Christensonia/
Christia,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Christia/
Christiana,Malvaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Christiana/
Christianella,Malpighiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malpighiaceae/Christianella/
Christiopteris,Polypodiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Polypodiaceae/Christiopteris/
Christisonia,Orobanchaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orobanchaceae/Christisonia/
Christmannia,Celastraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Christmannia/
Christolea,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Christolea/
Chroesthes,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Chroesthes/
Chromochiton,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chromochiton/
Chromolaena,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chromolaena/
Chromolepis,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chromolepis/
Chromolucuma,Sapotaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Sapotaceae/Chromolucuma/
Chronanthos,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Chronanthos/
Chroniochilus,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Chroniochilus/
Chronopappus,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chronopappus/
Chrozophora,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Chrozophora/
Chrysaboltonia,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysaboltonia/
Chrysactinia,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysactinia/
Chrysactinium,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysactinium/
Chrysanthellum,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysanthellum/
Chrysanthemoachillea,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysanthemoachillea/
Chrysanthemoides,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysanthemoides/
Chrysanthemum,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysanthemum/
Chrysanthoglossum,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysanthoglossum/
Chrysaspis,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Chrysaspis/
Chrysitrix,Cyperaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Chrysitrix/
Chryso-hypnum,Hypnaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Hypnaceae/Chryso-hypnum/
Chrysobalanus,Chrysobalanaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Chrysobalanaceae/Chrysobalanus/
Chrysoblastella,Ditrichaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Ditrichaceae/Chrysoblastella/
Chrysobraya,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Chrysobraya/
Chrysocalyx,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Chrysocalyx/
Chrysocephalum,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysocephalum/
Chrysochamela,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Chrysochamela/
Chrysochlamys,Clusiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Clusiaceae/Chrysochlamys/
Chrysochloa,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Chrysochloa/
Chrysochosma,Pteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Chrysochosma/
Chrysocladium,Meteoriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Meteoriaceae/Chrysocladium/
Chrysocoma,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysocoma/
Chrysocoryne,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysocoryne/
Chrysocyathus,Ranunculaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ranunculaceae/Chrysocyathus/
Chrysocycnis,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Chrysocycnis/
Chrysodium,Pteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Chrysodium/
Chrysoglossum,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Chrysoglossum/
Chrysogonum,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysogonum/
Chrysogrammitis,Polypodiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Polypodiaceae/Chrysogrammitis/
Chrysohypnum,Amblystegiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Amblystegiaceae/Chrysohypnum/
Chrysolaena,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysolaena/
Chrysolepis,Fagaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Fagaceae/Chrysolepis/
Chrysolyga,Lythraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Lythraceae/Chrysolyga/
Chrysoma,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysoma/
Chrysophania,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysophania/
Chrysophora,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Chrysophora/
Chrysophthalmum,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysophthalmum/
Chrysophyllum,Sapotaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Sapotaceae/Chrysophyllum/
Chrysopia,Clusiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Clusiaceae/Chrysopia/
Chrysopogon,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Chrysopogon/
Chrysopsis,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysopsis/
Chrysopteris,Polypodiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Polypodiaceae/Chrysopteris/
Chrysoscias,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Chrysoscias/
Chrysosplenium,Saxifragaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Saxifragaceae/Chrysosplenium/
Chrysostoma,Loasaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Loasaceae/Chrysostoma/
Chrysothamnus,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chrysothamnus/
Chrysothemis,Gesneriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Chrysothemis/
Chrysothesium,Santalaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Santalaceae/Chrysothesium/
Chrysoxylon,Rubiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Chrysoxylon/
Chrystolia,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Chrystolia/
Chthamalia,Apocynaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Chthamalia/
Chthonia,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chthonia/
Chthonocephalus,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chthonocephalus/
Chuanminshen,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Chuanminshen/
Chucoa,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chucoa/
Chukrasia,Meliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Meliaceae/Chukrasia/
Chulusium,Polygonaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Polygonaceae/Chulusium/
Chuncoa,Combretaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Combretaceae/Chuncoa/
Chunia,Hamamelidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Hamamelidaceae/Chunia/
Chuniophoenix,Arecaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Chuniophoenix/
Chupalon,Ericaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Chupalon/
Chuquiraga,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Chuquiraga/
Churumaya,Piperaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Piperaceae/Churumaya/
Chusquea,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Chusquea/
Chusua,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Chusua/
Chydenanthus,Lecythidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lecythidaceae/Chydenanthus/
Chylismia,Onagraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Onagraceae/Chylismia/
Chylismiella,Onagraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Onagraceae/Chylismiella/
Chymococca,Thymelaeaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Thymelaeaceae/Chymococca/
Chymsydia,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Chymsydia/
Chysis,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Chysis/
Chytraculia,Myrtaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Myrtaceae/Chytraculia/
Chytranthus,Sapindaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Sapindaceae/Chytranthus/
Chytroglossa,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Chytroglossa/
Chytroma,Lecythidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Lecythidaceae/Chytroma/
Cibirhiza,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Cibirhiza/
Cibotarium,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Cibotarium/
Cibotium,Cibotiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Cibotiaceae/Cibotium/
Cicca,Phyllanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Phyllanthaceae/Cicca/
Cicendia,Gentianaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Cicendia/
Cicer,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Cicer/
Cicerbita,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Cicerbita/
Cicercula,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Cicercula/
Ciceronia,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Ciceronia/
Cichlanthus,Loranthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Cichlanthus/
Cichorium,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Cichorium/
Ciconium,Geraniaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Geraniaceae/Ciconium/
Cicuta,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Cicuta/
Cieca,Passifloraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Passifloraceae/Cieca/
Cienfuegosia,Malvaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Cienfuegosia/
Cienkowskia,Zingiberaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Zingiberaceae/Cienkowskia/
Ciliaria,Saxifragaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Saxifragaceae/Ciliaria/
Ciliosemina,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Ciliosemina/
Cimicifuga,Ranunculaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ranunculaceae/Cimicifuga/
Ciminalis,Gentianaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Ciminalis/
Cinchona,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Cinchona/
Cinchonopsis,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Cinchonopsis/
Cincinalis,Dennstaedtiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Dennstaedtiaceae/Cincinalis/
Cincinnobotrys,Melastomataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Cincinnobotrys/
Cincinnulus,Calypogeiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Calypogeiaceae/Cincinnulus/
Cinclidium,Mniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Mniaceae/Cinclidium/
Cinclidotus,Cinclidotaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Cinclidotaceae/Cinclidotus/
Cineraria,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Cineraria/
Cinna,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Cinna/
Cinnabarinea,Cactaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Cinnabarinea/
Cinnadenia,Lauraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lauraceae/Cinnadenia/
Cinnamodendron,Canellaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Canellaceae/Cinnamodendron/
Cinnamomum,Lauraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lauraceae/Cinnamomum/
Cinnamosma,Canellaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Canellaceae/Cinnamosma/
Cinnastrum,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Cinnastrum/
Cinsania,Ericaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Cinsania/
Cionidium,Tectariaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Tectariaceae/Cionidium/
Cionosicyos,Cucurbitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Cionosicyos/
Cionosicys,Cucurbitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Cionosicys/
Cionura,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Cionura/
Cipadessa,Meliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Meliaceae/Cipadessa/
Cipocereus,Cactaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Cipocereus/
Cipoia,Podostemaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Podostemaceae/Cipoia/
Cipura,Iridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Iridaceae/Cipura/
Circaea,Onagraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Onagraceae/Circaea/
Circaeaster,Circaeasteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Circaeasteraceae/Circaeaster/
Circandra,Aizoaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Aizoaceae/Circandra/
Circinnus,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Circinnus/
Circulifolium,Neckeraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Neckeraceae/Circulifolium/
Cirrhaea,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Cirrhaea/
