GENUS,TPL_FAMILY,TPL_STATUS,TPL_URL
Limnaspidium,Scrophulariaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Scrophulariaceae/Limnaspidium/
Limnia,Montiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Montiaceae/Limnia/
Limnobium,Amblystegiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Amblystegiaceae/Limnobium/
Limnobium,Hydrocharitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Hydrocharitaceae/Limnobium/
Limnobotrya,Saxifragaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Saxifragaceae/Limnobotrya/
Limnocharis,Alismataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Alismataceae/Limnocharis/
Limnochloa,Cyperaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Limnochloa/
Limnocitrus,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Limnocitrus/
Limnodea,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Limnodea/
Limnophila,Plantaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Limnophila/
Limnophyton,Alismataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Alismataceae/Limnophyton/
Limnopoa,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Limnopoa/
Limnorchis,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Limnorchis/
Limnosciadium,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Limnosciadium/
Limnosipanea,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Limnosipanea/
Limodorum,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Limodorum/
Limonia,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Limonia/
Limoniastrum,Plumbaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plumbaginaceae/Limoniastrum/
Limoniodes,Plumbaginaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Plumbaginaceae/Limoniodes/
Limoniopsis,Plumbaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plumbaginaceae/Limoniopsis/
Limonium,Plumbaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plumbaginaceae/Limonium/
Limosella,Scrophulariaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Scrophulariaceae/Limosella/
Limprichtia,Amblystegiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Amblystegiaceae/Limprichtia/
Linanthastrum,Polemoniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Polemoniaceae/Linanthastrum/
Linanthus,Polemoniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Polemoniaceae/Linanthus/
Linaria,Plantaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Linaria/
Linariantha,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Linariantha/
Linariopsis,Pedaliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Pedaliaceae/Linariopsis/
Linconia,Bruniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Bruniaceae/Linconia/
Lindackeria,Achariaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Achariaceae/Lindackeria/
Lindbergella,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Lindbergella/
Lindbergia,Leskeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Leskeaceae/Lindbergia/
Lindelofia,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Lindelofia/
Lindenbergia,Plantaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Lindenbergia/
Lindenia,Rubiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Lindenia/
Lindeniopiper,Piperaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Piperaceae/Lindeniopiper/
Lindera,Lauraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lauraceae/Lindera/
Lindernia,Linderniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Linderniaceae/Lindernia/
Lindheimera,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Lindheimera/
Lindigia,Brachytheciaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Brachytheciaceae/Lindigia/
Lindigianthus,Lejeuneaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Lejeuneaceae/Lindigianthus/
Lindleya,Rosaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Lindleya/
Lindleyella,Rosaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Lindleyella/
Lindmania,Bromeliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Bromeliaceae/Lindmania/
Lindsaea,Lindsaeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Lindsaeaceae/Lindsaea/
Lindsaenium,Lindsaeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Lindsaeaceae/Lindsaenium/
Lindsaeosoria,Dennstaedtiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Dennstaedtiaceae/Lindsaeosoria/
Lindsaynium,Dennstaedtiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Dennstaedtiaceae/Lindsaynium/
Lindsayomyrtus,Myrtaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Myrtaceae/Lindsayomyrtus/
Lindsayopsis,Lindsaeaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Lindsaeaceae/Lindsayopsis/
Lingelsheimia,Phyllanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Phyllanthaceae/Lingelsheimia/
Lingnania,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Lingnania/
Lingoum,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Lingoum/
Linharea,Lauraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Lauraceae/Linharea/
Linnaea,Caprifoliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Caprifoliaceae/Linnaea/
Linnaeosicyos,Cucurbitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Linnaeosicyos/
Linocalix,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Linocalix/
Linocalyx,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Linocalyx/
Linochilus,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Linochilus/
Linociera,Oleaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Oleaceae/Linociera/
Linodendron,Thymelaeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Thymelaeaceae/Linodendron/
Linodes,Linaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Linaceae/Linodes/
Linopsis,Linaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Linaceae/Linopsis/
Linospadix,Arecaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Linospadix/
Linostigma,Geraniaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Geraniaceae/Linostigma/
Linostoma,Thymelaeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Thymelaeaceae/Linostoma/
Linostylis,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Linostylis/
Linosyris,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Linosyris/
Linsecomia,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Linsecomia/
Lintonia,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Lintonia/
Linum,Linaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Linaceae/Linum/
Linzia,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Linzia/
Liochlaena,Jungermanniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Jungermanniaceae/Liochlaena/
Liparia,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Liparia/
Liparis,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Liparis/
Liparophyllum,Menyanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Menyanthaceae/Liparophyllum/
Lipocarpha,Cyperaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Lipocarpha/
Lipochaeta,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Lipochaeta/
Lipophragma,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Lipophragma/
Lipophyllum,Clusiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Clusiaceae/Lipophyllum/
Lipostoma,Rubiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Lipostoma/
Lipotriche,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Lipotriche/
Lipozygis,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Lipozygis/
Lippia,Verbenaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Verbenaceae/Lippia/
Lippomuellera,Proteaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Proteaceae/Lippomuellera/
Lipschitziella,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Lipschitziella/
Lipskya,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Lipskya/
Lipskyella,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Lipskyella/
Liquidambar,Altingiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Altingiaceae/Liquidambar/
Liquiritia,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Liquiritia/
Liriodendron,Magnoliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Magnoliaceae/Liriodendron/
Liriope,Asparagaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Liriope/
Liriosma,Olacaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Olacaceae/Liriosma/
Lisaea,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Lisaea/
Lisianthius,Gentianaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Lisianthius/
Lisowskia,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Lisowskia/
Lissanthe,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Lissanthe/
Lissera,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Lissera/
Lissocarpa,Ebenaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ebenaceae/Lissocarpa/
Lissochilus,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Lissochilus/
Lissospermum,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Lissospermum/
Listera,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Listera/
Listia,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Listia/
Listrobanthes,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Listrobanthes/
Listrostachys,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Listrostachys/
Litanthus,Asparagaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Litanthus/
Litchi,Sapindaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Sapindaceae/Litchi/
Lithachne,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Lithachne/
Lithobium,Melastomataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Lithobium/
Lithocardium,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Lithocardium/
Lithocarpus,Fagaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Fagaceae/Lithocarpus/
Lithodia,Grubbiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Grubbiaceae/Lithodia/
Lithodora,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Lithodora/
Lithodraba,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Lithodraba/
Lithomyrtus,Myrtaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Myrtaceae/Lithomyrtus/
Lithoon,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Lithoon/
Lithophila,Amaranthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Amaranthaceae/Lithophila/
Lithophragma,Saxifragaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Saxifragaceae/Lithophragma/
Lithops,Aizoaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Aizoaceae/Lithops/
Lithosciadium,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Lithosciadium/
Lithospermum,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Lithospermum/
Lithostegia,Dryopteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Dryopteridaceae/Lithostegia/
Lithraea,Anacardiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Lithraea/
Lithrea,Anacardiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Lithrea/
Litobrochia,Pteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Litobrochia/
Litogyne,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Litogyne/
Litolobium,Dennstaedtiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Dennstaedtiaceae/Litolobium/
Litostigma,Gesneriaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Litostigma/
Litothamnus,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Litothamnus/
Litrisa,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Litrisa/
Litsea,Lauraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lauraceae/Litsea/
Littaea,Asparagaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Littaea/
Littledalea,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Littledalea/
Littonia,Colchicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Colchicaceae/Littonia/
Littorella,Plantaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Littorella/
Litwinowia,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Litwinowia/
Livistona,Arecaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Livistona/
Lizeron,Convolvulaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Convolvulaceae/Lizeron/
Llagunoa,Sapindaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Sapindaceae/Llagunoa/
Llavea,Pteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Llavea/
Llerasia,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Llerasia/
Lloydia,Liliaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Liliaceae/Lloydia/
Loasa,Loasaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Loasaceae/Loasa/
Lobadium,Anacardiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Lobadium/
Lobake,Convolvulaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Convolvulaceae/Lobake/
Lobanilia,Euphorbiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Lobanilia/
Lobaria,Saxifragaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Saxifragaceae/Lobaria/
Lobatiriccardia,Aneuraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Aneuraceae/Lobatiriccardia/
Lobelia,Campanulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Campanulaceae/Lobelia/
Lobirota,Gesneriaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Lobirota/
Lobivia,Cactaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Lobivia/
Loboptera,Gesneriaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Loboptera/
Lobostemon,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Lobostemon/
Lobostephanus,Apocynaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Lobostephanus/
Lobularia,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Lobularia/
Locandi,Simaroubaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Simaroubaceae/Locandi/
Locella,Loranthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Locella/
Locellaria,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Locellaria/
Locheria,Gesneriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Locheria/
Lochnera,Apocynaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Lochnera/
Lockhartia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Lockhartia/
Lodia,Cactaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Lodia/
Lodoicea,Arecaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Lodoicea/
Loefgrenianthus,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Loefgrenianthus/
Loeflingia,Caryophyllaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Caryophyllaceae/Loeflingia/
Loeselia,Polemoniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Polemoniaceae/Loeselia/
Loeseliastrum,Polemoniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Polemoniaceae/Loeseliastrum/
Loesenera,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Loesenera/
Loeseneriella,Celastraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Loeseneriella/
Loeskeobryum,Hylocomiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Hylocomiaceae/Loeskeobryum/
Loeskypnum,Amblystegiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Amblystegiaceae/Loeskypnum/
Loethainia,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Loethainia/
Loevigia,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Loevigia/
Loewia,Passifloraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Passifloraceae/Loewia/
Logania,Loganiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Loganiaceae/Logania/
Logfia,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Logfia/
Loheria,Primulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Primulaceae/Loheria/
Loiseaubryum,Funariaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Funariaceae/Loiseaubryum/
Loiseleuria,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Loiseleuria/
Lojaconoa,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Lojaconoa/
Loliola,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Loliola/
Loliolum,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Loliolum/
Lolium,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Lolium/
Lomagramma,Dryopteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Dryopteridaceae/Lomagramma/
Lomandra,Asparagaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Lomandra/
Lomanodia,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Lomanodia/
Lomanthera,Melastomataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Lomanthera/
Lomanthus,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Lomanthus/
Lomaphlebia,Polypodiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Polypodiaceae/Lomaphlebia/
Lomaria,Blechnaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Blechnaceae/Lomaria/
Lomaridium,Blechnaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Blechnaceae/Lomaridium/
Lomariobotrys,Blechnaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Blechnaceae/Lomariobotrys/
Lomariopsis,Lomariopsidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Lomariopsidaceae/Lomariopsis/
Lomatia,Proteaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Proteaceae/Lomatia/
Lomatium,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Lomatium/
Lomatocarpa,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Lomatocarpa/
Lomatogoniopsis,Gentianaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Lomatogoniopsis/
Lomatogonium,Gentianaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Lomatogonium/
Lomatopodium,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Lomatopodium/
Lomatozona,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Lomatozona/
Lomaxeta,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Lomaxeta/
Lomelosia,Caprifoliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Caprifoliaceae/Lomelosia/
Lomilis,Hamamelidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Hamamelidaceae/Lomilis/
Lomoplis,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Lomoplis/
Lonas,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Lonas/
Lonchitis-aspera,Blechnaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Blechnaceae/Lonchitis-aspera/
Lonchocarpus,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Lonchocarpus/
Lonchostephus,Podostemaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Podostemaceae/Lonchostephus/
Lonchostoma,Bruniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Bruniaceae/Lonchostoma/
Loncomelos,Asparagaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Loncomelos/
Longetia,Picrodendraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Picrodendraceae/Longetia/
Lonicera,Caprifoliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Caprifoliaceae/Lonicera/
Looseria,Meteoriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Meteoriaceae/Looseria/
Lopadocalyx,Olacaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Olacaceae/Lopadocalyx/
Lopezia,Onagraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Onagraceae/Lopezia/
Lophacme,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Lophacme/
Lophactis,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Lophactis/
Lophanthera,Malpighiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malpighiaceae/Lophanthera/
Lophanthus,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Lophanthus/
Lophatherum,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Lophatherum/
Lophiaris,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Lophiaris/
Lophidium,Schizaeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Schizaeaceae/Lophidium/
Lophiocarpus,Alismataceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Alismataceae/Lophiocarpus/
Lophiocarpus,Lophiocarpaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lophiocarpaceae/Lophiocarpus/
Lophiodon,Ditrichaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Ditrichaceae/Lophiodon/
Lophiola,Nartheciaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Nartheciaceae/Lophiola/
Lophiolepis,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Lophiolepis/
Lophion,Violaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Violaceae/Lophion/
Lophira,Ochnaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ochnaceae/Lophira/
Lophocachrys,Apiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Lophocachrys/
Lophocarpinia,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Lophocarpinia/
Lophocereus,Cactaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Lophocereus/
Lophochaete,Pseudolepicoleaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Pseudolepicoleaceae/Lophochaete/
Lophoclinium,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Lophoclinium/
Lophocolea,Lophocoleaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Lophocoleaceae/Lophocolea/
Lophodium,Dryopteridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Dryopteridaceae/Lophodium/
Lophogyne,Podostemaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Podostemaceae/Lophogyne/
